REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd11492[c0]	Malonyl_acyl_carrierprotein__c0	3.2148	0.00065261	7	3.2704	1.078
cpdEPS[c0]	exopolysaccharides_c0	3.084	0.0010212	20	2.5525	0.94718
cpd00144[c0]	UDPglucuronate_c0	2.9829	0.0014278	18	2.5737	0.99766
cpd15561[c0]	Ubiquinol_8_c0	2.7743	0.0027659	25	2.3711	0.95693
cpd00281[c0]	GABA_c0	2.7635	0.0028593	9	2.87	1.5676
cpd00054[e0]	L-Serine_e0	2.7145	0.0033192	6	3.1214	0.97847
cpd00281[e0]	GABA_e0	2.7145	0.0033192	6	3.1214	0.97847
cpd15560[c0]	Ubiquinone_8_c0	2.6922	0.0035494	26	2.3358	0.95466
cpd00067[e0]	H_e0	2.6826	0.0036523	62	2.0782	1.0994
cpd00107[c0]	L_Leucine_c0	2.6781	0.0037025	12	2.6687	1.0754
cpd00156[c0]	L_Valine_c0	2.6781	0.0037025	12	2.6687	1.0754
cpd00322[c0]	L_Isoleucine_c0	2.6781	0.0037025	12	2.6687	1.0754
cpd11464[c0]	Butyryl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpd11466[c0]	Myristoyl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpd11468[c0]	Dodecanoyl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpd11472[c0]	Hexanoyl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpd11474[c0]	Decanoyl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpdUS8[c0]	cis-delta-7-tetradecenoyl-ACP_c0	2.6559	0.003955	3	3.7062	1.2199
cpd00242[c0]	H2CO3_c0	2.654	0.0039771	16	2.5144	1.2223
cpd00039[c0]	L_Lysine_c0	2.6444	0.004092	11	2.7004	1.0461
cpd00022[c0]	Acetyl_CoA_c0	2.5712	0.005068	46	2.1311	1.1855
cpdLipAcodp1[c0]	oligosaccharide_dephosphorylated_c0	2.5282	0.0057325	3	3.6058	1.5685
cpd02745[c0]	alpha-D-Galactosyl-diphosphoundecaprenol_c0	2.5266	0.0057585	17	2.4472	1.0933
cpd01293[c0]	5-Oxoproline_c0	2.5262	0.0057648	12	2.6089	1.0837
cpd11485[c0]	3-oxohexadecanoyl-acp_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11486[c0]	3-Oxohexanoyl-[acp]_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11487[c0]	3-oxodecanoyl-acp_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11489[c0]	3-oxododecanoyl-acp_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11490[c0]	3-oxooctanoyl-acp_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11491[c0]	3-oxotetradecanoyl-acp_c0	2.5259	0.0057695	3	3.604	1.3608
cpd11570[c0]	3-Oxooctodecanoyl-ACP_c0	2.5259	0.0057695	3	3.604	1.3608
cpdUS5[c0]	3-oxo-cis-delta-7-tetradecenoyl-ACP_c0	2.5259	0.0057695	3	3.604	1.3608
cpdUS9[c0]	3-oxo-cis-delta-9-hexadecenoyl-ACP_c0	2.5259	0.0057695	3	3.604	1.3608
cpd00041[e0]	L-Aspartate_e0	2.4384	0.0073761	13	2.5343	0.97677
cpd00026[c0]	UDP-glucose	2.404	0.0081076	22	2.3123	1.2019
cpd00023[e0]	L-Glutamate_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00033[e0]	Glycine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00039[e0]	L-Lysine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00051[e0]	L-Arginine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00053[e0]	L_Glutamine_c0	2.3851	0.0085373	10	2.6447	1.0853
cpd00060[e0]	L-Methionine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00064[e0]	Ornithine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00065[e0]	L_Tryptophan_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00066[e0]	L-Phenylalanine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00069[e0]	L-Tyrosine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00084[e0]	L-Cysteine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00107[e0]	L-Leucine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00117[e0]	D-Alanine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00119[e0]	L-Histidine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00129[e0]	L-Proline_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00156[e0]	L-Valine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00161[e0]	L-Threonine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00322[e0]	L-Isoleucine_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd01293[e0]	5-Oxoproline_e0	2.3851	0.0085373	10	2.6447	1.0853
cpd00161[c0]	L_Threonine_c0	2.3612	0.009107	15	2.4441	1.7485
cpd12489[c0]	cis-3-Decenoyl-ACP_c0	2.3399	0.0096456	2	3.8638	1.6451
cpdLPS2[c0]	3-acetimidoylamino-3-deoxy-d-gluco-hexuronic acid_c0	2.3334	0.0098148	7	2.8168	0.76026
cpd11464a[c0]	Butyryl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11466a[c0]	Myristoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11468a[c0]	Dodecanoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11470a[c0]	Octanoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11472a[c0]	Hexanoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11474a[c0]	Decanoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd11476a[c0]	hexadecanoyl_acpXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd15268a[c0]	Octadecanoyl_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpdVLCFA12[c0]	C24_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpdVLCFA16[c0]	C26_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpdVLCFA4[c0]	C20_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpdVLCFA8[c0]	C22_ACPXL_c0	2.3007	0.010704	3	3.427	1.0674
cpd01476[c0]	Protoporphyrin_c0	2.2769	0.011396	2	3.8033	0.42285
cpd00654[c0]	2'-deoxycytidine_c0	2.2659	0.011728	6	2.8726	0.52861
cpdPG13[c0]	cis-vaccenoyl-phosphate_c0	2.2602	0.011906	2	3.7872	1.7063
cpdUS4[c0]	(5Z)-dodec-5-enoyl-ACP_c0	2.2344	0.012729	4	3.1324	1.5195
cpd00673[c0]	Dihydrothymine_c0	2.2149	0.013383	4	3.1192	1.0257
cpd00065[c0]	L_Tryptophan_c0	2.1876	0.014348	12	2.4757	1.1314
cpd00106[c0]	Fumarate_c0	2.1849	0.01445	12	2.4746	0.57724
cpd00053[c0]	L_Glutamine_c0	2.1776	0.014718	28	2.175	1.2308
cpd00759[c0]	S-Formylglutathione_c0	2.1742	0.014845	2	3.7046	0.6439
cpd00014[c0]	UDP_c0	2.1513	0.015726	38	2.089	1.1968
cpd00224[c0]	L-Arabinose_c0	2.1402	0.016169	5	2.9192	0.63537
cpdUS1[c0]	(5Z)-3-oxo-docec-5-enoyl-ACP_c0	2.1396	0.016194	2	3.6713	1.9174
cpd12115[c0]	arabinan_c0	2.1309	0.016549	6	2.7977	1.5069
cpd00185[c0]	D-arabinose_c0	2.1168	0.017136	5	2.905	0.63503
cpd11470[c0]	Octanoyl-ACP_c0	2.1139	0.017264	4	3.0504	1.6469
cpd00497[c0]	XMP_c0	2.104	0.017691	7	2.6988	0.63575
cpdPG21[c0]	Phosphatidylglycerophosphate-1-cis-vaccenoyl-2-palmitic_c0	2.0869	0.018448	2	3.6207	2.5389
cpd00041[c0]	L-Aspartate_c0	2.0755	0.018969	24	2.1914	1.1626
cpd00051[c0]	L_Arginine_c0	1.9845	0.023598	13	2.363	1.1694
cpd00035[e0]	L-Alanine_e0	1.9828	0.023696	11	2.4287	1.2542
cpd00132[e0]	L-Asparagine_e0	1.9828	0.023696	11	2.4287	1.2542
cpd00119[c0]	L_Histidine_c0	1.954	0.025351	13	2.3515	1.2376
cpd11492a[c0]	Malonyl_acyl_carrier_protein_XL_c0	1.9463	0.025809	4	2.9363	0.97791
cpd11493[c0]	ACP_c0	1.9428	0.026018	18	2.2399	1.3752
cpd00809[c0]	O-phospho-L-homoserine	1.9356	0.026456	2	3.4752	1.4153
cpd00054[c0]	L_Serine_c0	1.9209	0.02737	14	2.3114	1.2916
cpd00035[c0]	L_Alanine_c0	1.9021	0.028576	22	2.1668	1.3143
cpd12115[e0]	arabinan_e0	1.8874	0.029556	5	2.7652	1.6824
cpd00337[c0]	Hydrouracil_c0	1.8838	0.029795	5	2.7631	1.1929
cpd00028[c0]	Heme	1.8496	0.032186	2	3.3925	1.0038
cpd03063[c0]	3-Aminoisobutanoate_c0	1.839	0.032955	3	3.0641	1.4718
cpd00060[c0]	L_Methionine_c0	1.8334	0.033368	13	2.306	1.3568
cpd00791[c0]	ProtoporphyrinogenIX_c0	1.8293	0.033678	2	3.373	0.18568
cpd00290[c0]	D_fructose_1_6_bisphosphate_c0	1.8291	0.033695	5	2.7297	1.0361
cpd00130[c0]	L_Malate_c0	1.8145	0.034799	9	2.4393	1.4998
cpd00132[c0]	L-Asparagine_e0	1.7837	0.037234	12	2.3167	1.2573
cpd00343[c0]	N-Carbamoyl-L-aspartate_c0	1.7682	0.038516	3	3.0084	0.70895
cpd00282[c0]	S-Dihydroorotate_c0	1.7508	0.039988	3	2.9947	0.7182
cpd00007[c0]	O2_c0	1.7427	0.040697	53	1.9413	1.1604
cpd00154[e0]	Xylose_e0	1.7425	0.040712	6	2.5822	0.5417
cpd11467[c0]	(2E)-Tetradecenoyl-[acp]_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11469[c0]	(2E)-Dodecenoyl-[acp]_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11471[c0]	(2E)-Octenoyl-[acp]_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11473[c0]	(2E)-Hexenoyl-[acp]_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11475[c0]	2E_Decenoyl_acp_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11477[c0]	(2E)-Hexadecenoyl-[acp]_c0	1.7363	0.041254	3	2.9833	0.55924
cpd11572[c0]	trans-Octodec-2-enoyl-ACP_c0	1.7363	0.041254	3	2.9833	0.55924
cpd01710[c0]	2_Isopropylmaleate_c0	1.7331	0.041539	2	3.2805	0.10605
cpdPC2[c0]	Phosphatidylcholine-1-cis-vaccenoyl-2-palmitic_c0	1.7299	0.041828	4	2.789	1.0197
cpd00496[c0]	D-arabinono-1_4-lactone_c0	1.7253	0.042236	2	3.273	0.87524
cpd00819[c0]	L-Arabinono-1_4-lactone_c0	1.7253	0.042236	2	3.273	0.87524
cpd00155[c0]	Glycogen_c0	1.7185	0.04285	5	2.6624	1.0955
cpd03034[c0]	3-Ureidoisobutyrate_c0	1.6893	0.045584	4	2.7613	1.3161
cpd00126[c0]	GMP_c0	1.6599	0.048468	8	2.4113	0.95093
cpd00498[c0]	2_Aceto_2_hydroxybutanoate_c0	1.6589	0.048569	3	2.9224	1.2885
cpd00668[c0]	ALCTT_c0	1.6589	0.048569	3	2.9224	1.2885
cpd00346[c0]	L_Aspartate4_semialdehyde_c0	1.6589	0.04857	4	2.7406	0.77921
cpd11476[c0]	hexadecanoyl_acp_c0	1.6393	0.050571	5	2.6142	1.781
cpd00061[c0]	Phosphoenolpyruvate_c0	1.6349	0.05104	31	2.0147	1.3564
cpd00089[c0]	Glucose_1_phosphate_c0	1.6205	0.052559	7	2.45	0.34615
cpd11479[c0]	D-3-Hydroxyhexanoyl-[acp]_c0	1.6064	0.054096	3	2.8812	0.67438
cpd11480[c0]	D-3-Hydroxydodecanoyl-[acp]_c0	1.6064	0.054096	3	2.8812	0.67438
cpd11481[c0]	R-3-hydroxypalmitoyl-acyl-carrierprotein-_c0	1.6064	0.054096	3	2.8812	0.67438
cpd11482[c0]	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]_c0	1.6064	0.054096	3	2.8812	0.67438
cpd11483[c0]	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]_c0	1.6064	0.054096	3	2.8812	0.67438
cpd11571[c0]	3-Hydroxyoctodecanoyl-ACP_c0	1.6064	0.054096	3	2.8812	0.67438
cpd00207[e0]	Guanine_e0	1.5987	0.054948	3	2.8751	1.2988
cpd00307[e0]	Cytosine_e0	1.5987	0.054948	3	2.8751	1.2988
cpd00311[e0]	Guanosine_e0	1.5987	0.054948	3	2.8751	1.2988
cpd00367[e0]	Cytidine_e0	1.5987	0.054948	3	2.8751	1.2988
cpd00522[c0]	dTDP-4-oxo-L-rhamnose_c0	1.5711	0.058084	2	3.1248	0.85575
cpd11465[c0]	But-2-enoyl-[acyl-carrier protein]_c0	1.571	0.05809	2	3.1247	0.71101
cpdUS11[c0]	trans-delta-3-cis-delta-9-hexadecenoyl-ACP_c0	1.571	0.05809	2	3.1247	0.71101
cpdUS15[c0]	(2-trans-11-cis)-vaccen-2-enoyl-ACP_c0	1.571	0.05809	2	3.1247	0.71101
cpdUS3[c0]	(3E_5Z)-dodeca-3_5-dienoyl-ACP_c0	1.571	0.05809	2	3.1247	0.71101
cpdUS7[c0]	trans-delta-3-cis-delta-7-tetradecenoyl-ACP_c0	1.571	0.05809	2	3.1247	0.71101
cpd00117[c0]	D-Alanine_c0	1.5624	0.059097	14	2.1814	1.4242
cpd08449[c0]	3-Amino-2-oxopropyl phosphate_c0	1.5588	0.059522	1	3.7303	0
cpd02113[c0]	dTDP-rhamnose_c0	1.5585	0.05956	1	3.7299	0
cpd00203[c0]	1_3_Bisphospho_D_glycerate_c0	1.542	0.061534	2	3.0968	0.29187
cpdPG22[c0]	Phosphatidylglycerol-1-cis-vaccenoyl-2-palmitic_c0	1.5212	0.064105	2	3.0768	3.308
cpd00287[c0]	3-Oxo-2-methylpropanoate_c0	1.5134	0.065087	4	2.6416	1.5384
cpd03049p[c0]	2_Hydroxyethyl_ThPP_pyruvate dehydrogenase_c0	1.5125	0.065197	2	3.0685	0.19463
cpd00477[c0]	N_Acetyl_L_glutamate_c0	1.5102	0.065498	2	3.0662	0.057928
cpd00154[c0]	Xylose_c0	1.5097	0.065565	8	2.3393	0.78996
cpd00033[c0]	Glycine_c0	1.4901	0.068095	20	2.0679	1.6616
cpd00070[c0]	Malonyl_CoA_c0	1.4882	0.068355	10	2.2574	0.99274
cpd00738[c0]	phosphoserine_c0	1.4755	0.070037	2	3.0329	1.2417
cpd00836[c0]	S_Acetyldihydrolipoamide_c0	1.4708	0.070677	3	2.7746	0.52739
cpd01646[c0]	2_Isopropylmalate_c0	1.4679	0.071066	3	2.7723	0.88343
cpd00387[c0]	ADPglucose_c0	1.4616	0.071931	4	2.6063	1.2682
cpd11485a[c0]	3_oxohexadecanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11486a[c0]	3_Oxohexanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11487a[c0]	3_oxodecanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11488a[c0]	Acetoacetyl_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11489a[c0]	3_oxododecanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11490a[c0]	3_oxooctanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11491a[c0]	3_oxotetradecanoyl_acpXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd11570a[c0]	3_Oxooctodecanoyl_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpdVLCFA13[c0]	3_Oxo_C26_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpdVLCFA17[c0]	3_Oxo_C28_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpdVLCFA1[c0]	3_Oxo_C20_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpdVLCFA5[c0]	3_Oxo_C22_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpdVLCFA9[c0]	3_Oxo_C24_ACPXL_c0	1.4608	0.072039	3	2.7667	1.4433
cpd01720[c0]	3-Ureidopropanoate_c0	1.4463	0.074052	6	2.4179	1.1775
cpd00011[c0]	CO2_c0	1.4383	0.07518	60	1.869	1.3655
cpd03835[c0]	Precorrin 8_c0	1.429	0.076504	2	2.9882	0.35026
cpd00742[c0]	Urea-1-carboxylate_c0	1.4277	0.076692	4	2.5832	2.2286
cpd00010[c0]	CoA_c0	1.4239	0.077237	61	1.8638	1.2744
cpd00307[c0]	Cytosine_c0	1.4211	0.077648	10	2.2284	1.5095
cpd11478[c0]	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]_c0	1.4116	0.079031	2	2.9715	0.9277
cpdUS10[c0]	(3R)-3-hydroxy-cis-delta-9-hexadecenoyl-ACP_c0	1.4116	0.079031	2	2.9715	0.9277
cpdUS14[c0]	(R)-3-hydroxy-cis-vacc-11-enoyl-ACP_c0	1.4116	0.079031	2	2.9715	0.9277
cpdUS2[c0]	(3R_5Z)-3-hydroxy-dodec-5-enoyl-ACP_c0	1.4116	0.079031	2	2.9715	0.9277
cpdUS6[c0]	(3R)-3-hydroxy-cis-delta-7-tetradecenoyl-ACP_c0	1.4116	0.079031	2	2.9715	0.9277
cpd00900[c0]	GDP-4-dehydro-alpha-D-rhamnose_c0	1.4093	0.079379	2	2.9692	0.013264
cpd02893[c0]	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0	1.408	0.079572	4	2.5698	0.54148
cpdBGLCN[c0]	1_2-betaglucan_c0	1.3884	0.082507	2	2.9492	0.51043
cpdEPS[e0]	exopolysaccharides_e0	1.3828	0.083371	4	2.5527	0.55645
cpd00084[c0]	L_Cysteine_c0	1.38	0.083787	19	2.0476	1.239
cpd00058[c0]	Cu2+_c0	1.3714	0.085121	3	2.6965	1.2212
cpd00058[e0]	Cu2+_e0	1.3714	0.085121	3	2.6965	1.2212
cpdLipAco[c0]	lipid A_core oligosaccharide_c0	1.3693	0.085446	8	2.2721	1.8818
cpd00071[c0]	Acetaldehyde_c0	1.3493	0.088624	7	2.3105	1.6048
cpd00066[c0]	L_Phenylalanine_c0	1.3332	0.091235	13	2.1172	1.7717
cpdUS12[c0]	palmitoleoyl-ACP_c0	1.3312	0.091563	3	2.6649	0.7841
cpdUS13[c0]	3-oxo-cis-vacc-11-enoyl-ACP_c0	1.3295	0.091848	2	2.8925	0.81601
cpd00297[c0]	dTDP_c0	1.3056	0.095852	3	2.6447	0.65105
cpd00520[c0]	2-Dehydro-3-deoxy-L-pentonate_c0	1.295	0.097653	4	2.4929	0.77945
cpdPE4[c0]	Phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	1.2795	0.10037	4	2.4823	0.65049
cpdPG20[c0]	CDP-1-cis-vaccenoyl-2-palmitic-sn-glycerol-3-phosphate_c0	1.2792	0.1004	4	2.4822	1.1303
cpd00104[c0]	BIOT_c0	1.2781	0.10061	4	2.4814	0.73565
cpd00114[c0]	IMP_c0	1.2599	0.10386	7	2.2645	0.70985
cpd00146[c0]	Carbamoylphosphate_c0	1.2461	0.10637	5	2.3747	0.94863
cpd00207[c0]	Guanine_c0	1.2416	0.10719	11	2.1244	1.5479
cpd00300[c0]	Urate_c0	1.2372	0.10802	6	2.3019	1.0792
cpd00149[e0]	Co2+_e0	1.2284	0.10965	1	3.282	0
cpd24425[e0]	methyl beta-D-xylopyranoside_e0	1.2272	0.10987	3	2.5831	0.75586
cpd00185[e0]	D-arabinose_e0	1.225	0.11029	3	2.5814	0.40282
cpd00224[e0]	L-Arabinose_e0	1.225	0.11029	3	2.5814	0.40282
cpd00626[c0]	dTDPglucose_c0	1.2246	0.11036	3	2.5811	0.29327
cpd01092[c0]	Allantoin_c0	1.2194	0.11134	3	2.577	1.4492
cpd00666[c0]	(2R_3R)-tartrate_c0	1.2098	0.11318	2	2.7775	0.17223
cpd03049b[c0]	2_Hydroxyethyl_ThPP_branched chain aa synthesis_c0	1.2064	0.11384	2	2.7742	1.7856
cpd01977[c0]	4_Phospho_L_aspartate_c0	1.2028	0.11452	2	2.7708	1.4392
cpd00482[c0]	2_Phospho_D_glycerate_c0	1.1995	0.11517	4	2.4279	0.95251
cpd00151[c0]	Thymine_c0	1.1991	0.11524	2	2.7672	0.24894
cpd02083[c0]	CoproporphyrinogenIII_c0	1.1987	0.11532	1	3.2417	0
cpd00149[c0]	Co2+_c0	1.1973	0.1156	5	2.345	2.0181
cpd00069[c0]	L_Tyrosine_c0	1.192	0.11664	21	1.971	1.8418
cpdLipAcodp2[c0]	oligosaccharide_dephosphorylated_GalA added_c0	1.1916	0.11671	2	2.76	0.0088011
cpd03114[c0]	3-Oxopalmitoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd03117[c0]	3-Oxododecanoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd03119[c0]	3-Oxodecanoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd03121[c0]	3-Oxooctanoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd03123[c0]	3-Oxohexanoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd12689[c0]	3-Oxotetradecanoyl-CoA_c0	1.1897	0.11709	2	2.7581	1.6117
cpd02569[c0]	2_Oxo_3_hydroxyisovalerate_c0	1.182	0.11861	1	3.219	0
cpd10162[c0]	R_3_Hydroxy_3_methyl_2_oxopentanoate_c0	1.182	0.11861	1	3.219	0
cpd00004[c0]	NADH_c0	1.1802	0.11897	106	1.7706	1.2255
cpd00856[c0]	3-Carboxy-cis_cis-muconate_c0	1.1664	0.12173	3	2.5353	0.98366
cpd00465[c0]	Ureidoglycolate_c0	1.1549	0.12406	3	2.5263	0.89213
cpd14956a[c0]	lipoate_proteinbound_c0	1.1532	0.12442	1	3.1799	0
cpd01133[e0]	Stachyose_e0	1.1319	0.12884	4	2.3819	0.87914
cpd00003[c0]	NAD_c0	1.127	0.12988	109	1.762	1.2324
cpd03002[c0]	Lipid A disaccharide_c0	1.1217	0.131	2	2.6928	0.37087
cpd00712[c0]	2-Dehydropantoate_c0	1.1199	0.13139	3	2.4987	0.76925
cpd01260[c0]	Lauroyl-CoA_c0	1.1168	0.13203	3	2.4963	1.2688
cpd01335[c0]	Octanoyl-CoA_c0	1.1168	0.13203	3	2.4963	1.2688
cpd01695[c0]	Myristoyl-CoA_c0	1.1168	0.13203	3	2.4963	1.2688
cpd03124[c0]	Hexanoyl-CoA_c0	1.1168	0.13203	3	2.4963	1.2688
cpd03128[c0]	Decanoyl-CoA_c0	1.1168	0.13203	3	2.4963	1.2688
cpdPG14[c0]	1-cis-vaccenoyl-sn-glycerol-3-phosphate_c0	1.1034	0.13492	2	2.6752	3.2789
cpd03517[c0]	Biotinyl-5-AMP_c0	1.09	0.13785	1	3.0942	0
cpd03917[c0]	Adenosylcobyric acid_c0	1.0801	0.14006	2	2.6528	0.052233
cpd00521[c0]	dTDP-4-oxo-6-deoxy-D-glucose_c0	1.0727	0.14169	2	2.6457	0.17829
cpd00367[c0]	Cytidine_c0	1.05	0.14686	11	2.0457	1.4412
cpd00294[c0]	dAMP_c0	1.0481	0.1473	5	2.2542	0.93013
cpd11313[c0]	hemeO_c0	1.0434	0.14838	2	2.6175	0.092247
cpd00260[c0]	Isocitrate_c0	1.0418	0.14875	3	2.4374	0.36288
cpd02654[c0]	4-Methyl-5--2-phosphoethyl-thiazole_c0	1.0341	0.15054	2	2.6086	0.47353
cpd02851[c0]	AICAR_c0	1.0293	0.15168	4	2.312	0.47248
cpd00311[c0]	Guanosine_c0	1.029	0.15174	11	2.0371	1.4367
cpd00158[c0]	CELB_c0	1.023	0.15316	6	2.1831	0.74259
cpd05158[c0]	Gentiobiose_c0	1.023	0.15316	6	2.1831	0.74259
cpd11603[c0]	beta-methylglucoside_c0	1.023	0.15316	6	2.1831	0.74259
cpd00773[c0]	UDP-MurNAc_c0	1.02	0.15386	2	2.595	0.65463
cpd00055[c0]	Formaldehyde_c0	1.0072	0.15693	6	2.1744	0.45225
cpd00062[c0]	UTP_c0	0.98758	0.16168	6	2.1635	1.14
cpd08289[c0]	1-deoxy-D-xylulose5-phosphate_c0	0.98677	0.16188	3	2.3941	1.9091
cpd00064[c0]	Ornithine_c0	0.98634	0.16198	25	1.8841	1.2664
cpd00223[c0]	Glycerate_c0	0.98172	0.16312	9	2.0613	1.023
cpd09879[c0]	S-(Hydroxymethyl)glutathione_c0	0.97622	0.16448	2	2.5529	0.98473
cpdMMPE2[c0]	Monomethyl-phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	0.97421	0.16498	3	2.3842	0.75957
cpd02894[c0]	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	0.97071	0.16585	2	2.5476	0.55972
cpd00279[c0]	Acetoacetyl_CoA_c0	0.96727	0.1667	7	2.1139	0.85765
cpd00449a[c0]	Dihydrolipoamide of pyruvate dehydrogenase complex_c0	0.96597	0.16703	2	2.5431	0.504
cpd11484[c0]	HMA_c0	0.96494	0.16729	5	2.2035	1.8268
cpd00032[c0]	Oxaloacetate_c0	0.95559	0.16964	7	2.1079	1.6664
cpd00036[c0]	Succinate_c0	0.95424	0.16998	19	1.9144	0.91685
cpd00605[c0]	Malonylurea_c0	0.95385	0.17008	1	2.9095	0
cpd01982[c0]	5-Phosphoribosylamine_c0	0.94778	0.17162	2	2.5256	0.78231
cpd02921[c0]	SAICAR_c0	0.94021	0.17356	3	2.3575	0.5789
cpd00699[c0]	5_Dehydroquinate_c0	0.93892	0.17389	3	2.3565	0.87106
cpd01419[c0]	(S)-2-ureidoglycine_c0	0.92666	0.17705	2	2.5053	0.52804
cpdNMLP[c0]	N-methyl-L-proline_c0	0.92436	0.17765	3	2.345	0.56835
cpd00177[c0]	dADP_c0	0.90838	0.18184	4	2.2297	0.72306
cpd03187[c0]	Oxalosuccinate_c0	0.90766	0.18203	1	2.8468	0
cpd00357[c0]	TTP_c0	0.9008	0.18385	4	2.2245	1.0994
cpd00169[c0]	3_Phosphoglycerate_c0	0.90057	0.18391	4	2.2244	1.184
cpd00938[c0]	4-Carboxymuconolactone_c0	0.89961	0.18416	2	2.4793	1.5595
cpd02979[c0]	phosphoribosylformiminoaicar_phosphate_c0	0.89527	0.18532	2	2.4751	2.8112
cpd00109[c0]	Cytochrome_c3_c0	0.89468	0.18548	21	1.8825	1.4176
cpd00110[c0]	Cytochrome_c2_c0	0.89468	0.18548	21	1.8825	1.4176
cpd00272[c0]	GDP-L-fucose_c0	0.88223	0.18883	2	2.4626	0.72975
cpd00890[c0]	UDP-N-acetylmuramoyl-L-alanine_c0	0.86524	0.19345	2	2.4463	0.86504
cpd01997[c0]	Dimethylbenzimidazole_c0	0.86366	0.19389	2	2.4447	0.65724
cpd01270[c0]	FMNH2_c0	0.86119	0.19457	4	2.1976	0.48939
cpd00472[c0]	UDPgalacturonate_c0	0.85862	0.19528	8	2.0273	1.4968
cpdNAGALAMP[c0]	N_Acetyl_D_galactosamine_6_phosphate_c0	0.85738	0.19562	1	2.7786	0
