REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpdLipAcodp2[c0]	oligosaccharide_dephosphorylated_GalA added_c0	3.6226	0.00014584	2	4.1544	0.12852
cpd00067[e0]	H_e0	3.5702	0.00017838	62	1.43	1.0692
cpd03187[c0]	Oxalosuccinate_c0	3.2384	0.000601	1	5.0547	0
cpd15561[c0]	Ubiquinol_8_c0	2.9127	0.0017913	25	1.5967	0.9777
cpd15560[c0]	Ubiquinone_8_c0	2.891	0.0019201	26	1.5779	0.96272
cpd00014[c0]	UDP_c0	2.7506	0.0029746	38	1.4221	1.2129
cpd00260[c0]	Isocitrate_c0	2.7254	0.0032114	3	2.8867	1.9886
cpd00154[c0]	Xylose_c0	2.6643	0.003858	8	2.0669	0.52488
cpd00154[e0]	Xylose_e0	2.6437	0.0041008	6	2.2403	0.47281
cpd00185[c0]	D-arabinose_c0	2.4691	0.0067728	5	2.2754	1.2785
cpdLPS2[c0]	3-acetimidoylamino-3-deoxy-d-gluco-hexuronic acid_c0	2.4497	0.0071487	7	2.0441	0.61979
cpd01715[c0]	3-dehydrocarnitine_c0	2.3647	0.0090228	2	3.0044	1.7407
cpdBETCoA[c0]	Betainyl-CoA_c0	2.3647	0.0090228	2	3.0044	1.7407
cpdLipAcodp3[c0]	oligosaccharide_dephosphorylated_GalA added_oxidised_c0	2.3548	0.0092671	2	2.9954	1.5106
cpd02968[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0	2.3244	0.010053	2	2.9676	2.1922
cpd00286[c0]	Undecaprenylphosphate_c0	2.2744	0.01147	3	2.548	1.7118
cpd11492a[c0]	Malonyl_acyl_carrier_protein_XL_c0	2.2331	0.012772	4	2.2906	1.3767
cpd00061[c0]	Phosphoenolpyruvate_c0	2.2327	0.012783	31	1.3635	0.87602
cpd00477[c0]	N_Acetyl_L_glutamate_c0	2.2117	0.013495	2	2.8645	2.2483
cpd02069[c0]	3_Phosphonooxypyruvate_c0	2.1683	0.015068	3	2.4682	0.52994
cpdEPS[c0]	exopolysaccharides_c0	2.1242	0.016828	20	1.4587	0.72499
cpd00177[c0]	dADP_c0	2.0833	0.018612	4	2.1932	0.92064
cpd00158[c0]	CELB_c0	2.0756	0.018964	6	1.9402	1.9556
cpd05158[c0]	Gentiobiose_c0	2.0756	0.018964	6	1.9402	1.9556
cpd11603[c0]	beta-methylglucoside_c0	2.0756	0.018964	6	1.9402	1.9556
cpd02843[c0]	D_erythro_imidazol_glycerol_phosphate_c0	2.0631	0.019553	3	2.3892	1.8623
cpd00144[c0]	UDPglucuronate_c0	2.0611	0.019646	18	1.474	0.94354
cpd11467[c0]	(2E)-Tetradecenoyl-[acp]_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11469[c0]	(2E)-Dodecenoyl-[acp]_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11471[c0]	(2E)-Octenoyl-[acp]_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11473[c0]	(2E)-Hexenoyl-[acp]_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11475[c0]	2E_Decenoyl_acp_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11477[c0]	(2E)-Hexadecenoyl-[acp]_c0	2.0204	0.021673	3	2.3571	0.75272
cpd11572[c0]	trans-Octodec-2-enoyl-ACP_c0	2.0204	0.021673	3	2.3571	0.75272
cpd02569[c0]	2_Oxo_3_hydroxyisovalerate_c0	2.0057	0.022445	1	3.4508	0
cpd10162[c0]	R_3_Hydroxy_3_methyl_2_oxopentanoate_c0	2.0057	0.022445	1	3.4508	0
cpd00900[c0]	GDP-4-dehydro-alpha-D-rhamnose_c0	2.0026	0.022608	2	2.6734	0.5179
cpd00091[c0]	UMP_c0	1.9991	0.022799	10	1.6626	1.8784
cpd00295[c0]	dGDP_c0	1.9824	0.023716	3	2.3286	1.0777
cpd00103[c0]	PRPP_c0	1.947	0.025766	12	1.5717	1.4573
cpd00345[c0]	5_Methyltetrahydrofolate_c0	1.9169	0.027626	2	2.595	0.72509
cpd00089[c0]	Glucose_1_phosphate_c0	1.9166	0.027646	7	1.7826	1.8022
cpd00185[e0]	D-arabinose_e0	1.9081	0.028191	3	2.2727	0.35159
cpd00224[e0]	L-Arabinose_e0	1.9081	0.028191	3	2.2727	0.35159
cpd02745[c0]	alpha-D-Galactosyl-diphosphoundecaprenol_c0	1.9062	0.028311	17	1.4422	0.72647
cpd00126[c0]	GMP_c0	1.9048	0.028403	8	1.7188	1.1686
cpd00415[c0]	Quinol_c0	1.9018	0.0286	1	3.3156	0
cpd01553[c0]	Saligenin_c0	1.9018	0.0286	1	3.3156	0
cpd00382[e0]	Melitose_e0	1.889	0.029446	7	1.769	1.0363
cpd03198[e0]	Melibiose_e0	1.889	0.029446	7	1.769	1.0363
cpd11492[c0]	Malonyl_acyl_carrierprotein__c0	1.8856	0.029677	7	1.7673	0.95554
cpd00116[c0]	Methanol_c0	1.8587	0.031533	5	1.9217	2.0197
cpd00058[c0]	Cu2+_c0	1.8502	0.032142	3	2.2292	1.9321
cpd00058[e0]	Cu2+_e0	1.8502	0.032142	3	2.2292	1.9321
cpd01030[c0]	Salicin_c0	1.8494	0.032197	5	1.9163	2.1855
cpd03696[c0]	Ursin_c0	1.8494	0.032197	5	1.9163	2.1855
cpd24425[e0]	methyl beta-D-xylopyranoside_e0	1.8217	0.034249	3	2.2078	0.65735
cpd02498[c0]	2_3_Dihydroxy_isovalerate_c0	1.7942	0.036388	2	2.4829	1.3688
cpd02535[c0]	2_3_Dihydroxy_3_methylvalerate_c0	1.7942	0.036388	2	2.4829	1.3688
cpd24425[c0]	methyl beta-D-xylopyranoside_c0	1.7703	0.038338	4	1.9898	0.69156
cpd11479[c0]	D-3-Hydroxyhexanoyl-[acp]_c0	1.7646	0.038814	3	2.1649	1.0361
cpd11480[c0]	D-3-Hydroxydodecanoyl-[acp]_c0	1.7646	0.038814	3	2.1649	1.0361
cpd11481[c0]	R-3-hydroxypalmitoyl-acyl-carrierprotein-_c0	1.7646	0.038814	3	2.1649	1.0361
cpd11482[c0]	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]_c0	1.7646	0.038814	3	2.1649	1.0361
cpd11483[c0]	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]_c0	1.7646	0.038814	3	2.1649	1.0361
cpd11571[c0]	3-Hydroxyoctodecanoyl-ACP_c0	1.7646	0.038814	3	2.1649	1.0361
cpd00978[c0]	dUDP_c0	1.7391	0.041009	6	1.7625	0.7627
cpd00013[e0]	NH4_e0	1.7385	0.041062	1	3.1031	0
cpd03919[c0]	Adenosyl cobinamide phosphate_c0	1.7314	0.041688	2	2.4255	0.80731
cpd11465[c0]	But-2-enoyl-[acyl-carrier protein]_c0	1.7206	0.04266	2	2.4156	1.0548
cpdUS11[c0]	trans-delta-3-cis-delta-9-hexadecenoyl-ACP_c0	1.7206	0.04266	2	2.4156	1.0548
cpdUS15[c0]	(2-trans-11-cis)-vaccen-2-enoyl-ACP_c0	1.7206	0.04266	2	2.4156	1.0548
cpdUS3[c0]	(3E_5Z)-dodeca-3_5-dienoyl-ACP_c0	1.7206	0.04266	2	2.4156	1.0548
cpdUS7[c0]	trans-delta-3-cis-delta-7-tetradecenoyl-ACP_c0	1.7206	0.04266	2	2.4156	1.0548
cpd00026[c0]	UDP-glucose	1.7157	0.043111	22	1.3164	0.85412
cpd00149[c0]	Co2+_c0	1.6756	0.046907	5	1.8156	0.5514
cpd00773[c0]	UDP-MurNAc_c0	1.6743	0.047036	2	2.3733	0.96273
cpd00224[c0]	L-Arabinose_c0	1.674	0.047064	5	1.8147	0.80533
cpd00626[c0]	dTDPglucose_c0	1.6714	0.047324	3	2.0949	2.4187
cpd03920[c0]	Adenosylcobinamide-GDP_c0	1.6564	0.048818	1	2.9964	0
cpd00024[c0]	2-Oxoglutarate_c0	1.6405	0.050449	20	1.3186	1.4669
cpd00738[c0]	phosphoserine_c0	1.6249	0.052089	2	2.3281	0.58982
cpd00032[c0]	Oxaloacetate_c0	1.6154	0.053117	7	1.6348	0.94317
cpd00208[c0]	LACT_c0	1.6065	0.054087	8	1.5821	1.2702
cpd02274[c0]	Methyl beta-D-galactoside_c0	1.6065	0.054087	8	1.5821	1.2702
cpd04349[c0]	Lactulose_c0	1.6065	0.054087	8	1.5821	1.2702
cpd24416[c0]	methyl alpha-D-galactoside_c0	1.6065	0.054087	8	1.5821	1.2702
cpd24453[c0]	3-O-b-D-galactopyranosyl-D-arabinose_c0	1.6065	0.054087	8	1.5821	1.2702
cpd02605[c0]	2_isopropyl_3_oxosuccinate_c0	1.5854	0.05644	1	2.9039	0
cpd03914[c0]	Cob(II)yrinate diamide_c0	1.5661	0.058665	5	1.7521	0.4153
cpd00203[c0]	1_3_Bisphospho_D_glycerate_c0	1.5629	0.059037	2	2.2714	0.54215
cpd00218[c0]	Niacin_c0	1.5539	0.060108	2	2.2632	1.0369
cpd00281[c0]	GABA_c0	1.5508	0.060471	9	1.5125	0.99212
cpd03049p[c0]	2_Hydroxyethyl_ThPP_pyruvate dehydrogenase_c0	1.5486	0.060743	2	2.2583	0.30457
cpd00155[c0]	Glycogen_c0	1.5425	0.061474	5	1.7385	1.3012
cpd00025[c0]	H2O2_c0	1.542	0.061535	16	1.3405	1.3192
cpd00809[c0]	O-phospho-L-homoserine	1.5026	0.066466	2	2.2163	0.77528
cpd00498[c0]	2_Aceto_2_hydroxybutanoate_c0	1.4923	0.067813	3	1.9603	1.5767
cpd00668[c0]	ALCTT_c0	1.4923	0.067813	3	1.9603	1.5767
cpd00149[e0]	Co2+_e0	1.4838	0.068933	1	2.7717	0
cpd00759[c0]	S-Formylglutathione_c0	1.4801	0.069425	2	2.1957	1.4723
cpd00108[c0]	Galactose_c0	1.4723	0.070472	14	1.353	1.4197
cpd02693[c0]	3_Isopropylmalate_c0	1.4627	0.071779	3	1.9381	1.3379
cpd00297[c0]	dTDP_c0	1.4128	0.078853	3	1.9006	0.6962
cpd00128[c0]	Adenine_c0	1.4069	0.079733	10	1.4194	1.6554
cpd11478[c0]	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]_c0	1.4054	0.079953	2	2.1274	1.4624
cpdUS10[c0]	(3R)-3-hydroxy-cis-delta-9-hexadecenoyl-ACP_c0	1.4054	0.079953	2	2.1274	1.4624
cpdUS14[c0]	(R)-3-hydroxy-cis-vacc-11-enoyl-ACP_c0	1.4054	0.079953	2	2.1274	1.4624
cpdUS2[c0]	(3R_5Z)-3-hydroxy-dodec-5-enoyl-ACP_c0	1.4054	0.079953	2	2.1274	1.4624
cpdUS6[c0]	(3R)-3-hydroxy-cis-delta-7-tetradecenoyl-ACP_c0	1.4054	0.079953	2	2.1274	1.4624
cpdPG13[c0]	cis-vaccenoyl-phosphate_c0	1.4033	0.08026	2	2.1256	0.38316
cpd00108[e0]	Galactose_e0	1.3989	0.080924	8	1.4869	1.3194
cpd00731[c0]	Ala-Ala_c0	1.397	0.081212	2	2.1197	0.9932
cpd00272[c0]	GDP-L-fucose_c0	1.3942	0.081627	2	2.1172	0.26872
cpdPE4[c0]	Phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	1.3912	0.082089	4	1.7433	0.75893
cpd11420[c0]	trdox_c0	1.3816	0.083555	6	1.5736	0.67993
cpd11421[c0]	trdrd_c0	1.3816	0.083555	6	1.5736	0.67993
cpd00930[c0]	imidazole_acetol_phosphate_c0	1.3795	0.083875	2	2.1037	3.3195
cpd01133[e0]	Stachyose_e0	1.368	0.085656	4	1.7283	1.4257
cpd01982[c0]	5-Phosphoribosylamine_c0	1.3618	0.086631	2	2.0876	2.1278
cpd00836[c0]	S_Acetyldihydrolipoamide_c0	1.337	0.090612	3	1.8437	0.74979
cpd00338[c0]	5-Aminolevulinate_c0	1.3355	0.090858	7	1.4975	1.3083
cpd00449c[c0]	Dihydrolipoamide_c0	1.3312	0.091558	2	2.0596	0.01132
cpd00472[c0]	UDPgalacturonate_c0	1.3293	0.091874	8	1.455	1.7558
cpd00338[e0]	5-Aminolevulinate_e0	1.315	0.094263	4	1.6938	1.3536
cpd00106[c0]	Fumarate_c0	1.3146	0.094317	12	1.335	1.0991
cpd11484[c0]	HMA_c0	1.3146	0.094318	5	1.6064	1.3902
cpd00421[c0]	Triphosphate_c0	1.3012	0.096593	4	1.6849	0.84833
cpd00387[c0]	ADPglucose_c0	1.2777	0.10068	4	1.6696	0.88854
cpd00169[c0]	3_Phosphoglycerate_c0	1.27	0.10205	4	1.6646	1.308
cpd00383[e0]	Shikimate_e0	1.2476	0.10608	1	2.4645	0
cpd00982[c0]	FADH2_c0	1.2399	0.10751	33	1.1228	1.0765
cpd00213[c0]	Lipoamide_c0	1.229	0.10953	8	1.4091	0.7442
cpd00497[c0]	XMP_c0	1.2282	0.10968	7	1.4449	1.1274
cpd02964[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	1.2251	0.11027	2	1.9626	0.77099
cpd02552[c0]	n_acetylglutamyl_phosphate_c0	1.2188	0.11146	2	1.9569	3.5319
cpd00011[c0]	CO2_c0	1.2177	0.11166	60	1.048	1.2041
cpd00109[c0]	Cytochrome_c3_c0	1.2079	0.11354	21	1.1868	1.0898
cpd00110[c0]	Cytochrome_c2_c0	1.2079	0.11354	21	1.1868	1.0898
cpd00107[c0]	L_Leucine_c0	1.2064	0.11383	12	1.2945	1.1055
cpd00156[c0]	L_Valine_c0	1.2064	0.11383	12	1.2945	1.1055
cpd00322[c0]	L_Isoleucine_c0	1.2064	0.11383	12	1.2945	1.1055
cpdBGLCN[e0]	1_2-betaglucan_e0	1.192	0.11663	1	2.3921	0
cpd00054[e0]	L-Serine_e0	1.1781	0.11938	6	1.4661	0.74118
cpd00281[e0]	GABA_e0	1.1781	0.11938	6	1.4661	0.74118
cpd02730[c0]	3-Deoxy-D-manno-octulosonate8-phosphate_c0	1.1688	0.12123	2	1.9112	1.5455
cpd00053[c0]	L_Glutamine_c0	1.1682	0.12136	28	1.1306	1.2732
cpd08286[c0]	2-C-methyl-D-erythritol4-phosphate_c0	1.1662	0.12177	2	1.9088	1.4626
cpd03063[c0]	3-Aminoisobutanoate_c0	1.1634	0.12234	3	1.7132	1.5501
cpd00875[c0]	KDO_c0	1.1545	0.12414	2	1.8981	1.564
cpd09879[c0]	S-(Hydroxymethyl)glutathione_c0	1.1465	0.12579	2	1.8908	1.9036
cpd12489[c0]	cis-3-Decenoyl-ACP_c0	1.1418	0.12678	2	1.8864	0.49997
cpd01997[c0]	Dimethylbenzimidazole_c0	1.1377	0.12763	2	1.8827	1.575
cpd23713[c0]	L-2_4-diketo-3-deoxyrhamnonate_c0	1.1335	0.12849	2	1.8789	1.3845
cpd00382[c0]	Melitose_c0	1.1317	0.12887	11	1.2847	1.209
cpd03198[c0]	Melibiose_c0	1.1317	0.12887	11	1.2847	1.209
cpd00158[e0]	CELB_e0	1.1191	0.13156	4	1.5665	2.3564
cpd01030[e0]	Salicin_e0	1.1191	0.13156	4	1.5665	2.3564
cpd01192[e0]	Mannobiose_e0	1.1191	0.13156	4	1.5665	2.3564
cpd03696[e0]	Ursin_e0	1.1191	0.13156	4	1.5665	2.3564
cpd05158[e0]	Gentiobiose_e0	1.1191	0.13156	4	1.5665	2.3564
cpd11603[e0]	beta-methylglucoside_e0	1.1191	0.13156	4	1.5665	2.3564
cpd00027[c0]	D_Glucose_c0	1.1103	0.13344	16	1.2012	1.5088
cpd00873[c0]	Nicotinate ribonucleotide_c0	1.101	0.13544	4	1.5548	1.1463
cpd00060[c0]	L_Methionine_c0	1.0895	0.13796	13	1.2355	1.0503
cpdPG20[c0]	CDP-1-cis-vaccenoyl-2-palmitic-sn-glycerol-3-phosphate_c0	1.0879	0.13831	4	1.5463	1.3755
cpdNFIM17[c0]	Oxo_acyl_NodF_18_3_reduced_dehydrated_c0	1.0814	0.13976	3	1.6517	1.6462
cpd00673[c0]	Dihydrothymine_c0	1.073	0.14165	4	1.5365	0.72557
cpd00214[c0]	Palmitate_c0	1.0725	0.14175	1	2.2366	0
cpd00073[e0]	Urea_e0	1.0722	0.14181	10	1.2819	1.179
cpd11493[c0]	ACP_c0	1.0634	0.1438	18	1.1688	1.4141
cpd00226[c0]	HYXN_c0	1.0606	0.14444	13	1.2251	1.7229
cpdLipAcodp1[c0]	oligosaccharide_dephosphorylated_c0	1.054	0.14594	3	1.6311	2.3436
cpdEPS[e0]	exopolysaccharides_e0	1.0465	0.14765	4	1.5194	0.71287
cpd03034[c0]	3-Ureidoisobutyrate_c0	1.0402	0.14912	4	1.5153	0.72945
cpd01720[c0]	3-Ureidopropanoate_c0	1.0364	0.15001	6	1.3913	0.59688
cpd00070[c0]	Malonyl_CoA_c0	1.0339	0.15059	10	1.2662	1.6024
cpd00309[c0]	XAN_c0	1.0333	0.15072	13	1.2153	1.6419
cpd00357[c0]	TTP_c0	1.0333	0.15074	4	1.5107	2.2712
cpd00207[c0]	Guanine_c0	1.0131	0.15551	11	1.2384	1.3244
cpdPG14[c0]	1-cis-vaccenoyl-sn-glycerol-3-phosphate_c0	1.0094	0.1564	2	1.7654	0.89251
cpd00216[c0]	Chorismate_c0	1.0068	0.157	4	1.4936	1.6699
cpd00078[c0]	Succinyl_CoA_c0	0.9921	0.16057	12	1.2143	1.1795
cpd01092[c0]	Allantoin_c0	0.98698	0.16183	3	1.5807	1.4103
cpd00182[c0]	Adenosine_c0	0.98412	0.16253	11	1.2271	1.1385
cpd00054[c0]	L_Serine_c0	0.97788	0.16407	14	1.1814	1.1629
cpd00971[c0]	Na+_c0	0.97785	0.16407	7	1.3221	1.0368
cpd00971[e0]	Na+_e0	0.97785	0.16407	7	1.3221	1.0368
cpd12005[c0]	Lipoylprotein_c0	0.96958	0.16613	4	1.4693	0.76984
cpdNFIM5[c0]	deacetylated tetra-GlcNac_c0	0.96034	0.16844	2	1.7206	0.24936
cpd00337[c0]	Hydrouracil_c0	0.9583	0.16896	5	1.4	0.69863
cpd00296[c0]	dGMP_c0	0.95391	0.17007	5	1.3974	1.2846
cpd00508[c0]	3MOP_c0	0.95351	0.17017	5	1.3972	0.58557
cpd11464[c0]	Butyryl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpd11466[c0]	Myristoyl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpd11468[c0]	Dodecanoyl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpd11472[c0]	Hexanoyl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpd11474[c0]	Decanoyl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpdUS8[c0]	cis-delta-7-tetradecenoyl-ACP_c0	0.94691	0.17184	3	1.5506	0.11135
cpd02083[c0]	CoproporphyrinogenIII_c0	0.94411	0.17256	1	2.0695	0
cpd00065[c0]	L_Tryptophan_c0	0.94018	0.17356	12	1.1949	1.2172
cpd00524[c0]	2-Inosose_c0	0.93579	0.17469	2	1.6981	1.5804
cpd00191[c0]	3-Oxopropanoate_c0	0.92172	0.17834	4	1.4382	1.3437
cpdDMPE2[c0]	Dimethyl-phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	0.91527	0.18003	2	1.6794	0.63945
cpd03494[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	0.90738	0.1821	2	1.6721	4.0242
cpd01646[c0]	2_Isopropylmalate_c0	0.89924	0.18426	3	1.5148	1.0492
cpd00523[c0]	Trehalose 6-phosphate_c0	0.88325	0.18855	2	1.6501	1.2894
cpd02835[c0]	UDP-2_3-bis(3-hydroxytetradecanoyl)glucosamine_c0	0.88057	0.18928	3	1.5008	0.81434
cpd00860[c0]	S_Succinyldihydrolipoamide_c0	0.8742	0.191	2	1.6418	0.59925
cpd00132[c0]	L-Asparagine_e0	0.86564	0.19334	12	1.167	1.1112
cpd00004[c0]	NADH_c0	0.86498	0.19353	106	0.95271	1.2932
cpd00020[c0]	Pyruvate_c0	0.8635	0.19393	47	1.0075	1.1715
cpd00015[c0]	FAD_c0	0.85378	0.19661	34	1.0329	1.1828
cpd02557[c0]	Farnesylfarnesylgeraniol_c0	0.8463	0.19869	2	1.6163	1.5471
cpd00137[c0]	Citrate_c0	0.84513	0.19902	7	1.2569	1.2056
cpd00031[c0]	GDP_c0	0.84004	0.20044	14	1.1336	1.2737
cpd01133[c0]	Stachyose_c0	0.8393	0.20065	7	1.2541	1.3812
cpdLPS[c0]	lipopolysaccharide_c0	0.83471	0.20194	1	1.9272	0
cpd00115[c0]	dATP_c0	0.83359	0.20226	3	1.4655	1.7488
cpd11470[c0]	Octanoyl-ACP_c0	0.82972	0.20335	4	1.3784	0.35615
cpd00438[c0]	Deoxyadenosine_c0	0.82751	0.20397	5	1.3242	0.99668
cpd00041[e0]	L-Aspartate_e0	0.82528	0.20461	13	1.1404	1.0475
cpdMMPE2[c0]	Monomethyl-phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	0.81697	0.20697	3	1.453	0.59847
cpd00200[c0]	4MOP_c0	0.81325	0.20804	4	1.3677	0.67186
cpd00082[e0]	D_Fructose_e0	0.81253	0.20824	3	1.4497	1.2893
cpd00105[e0]	D-Ribose_e0	0.81253	0.20824	3	1.4497	1.2893
cpd00205[c0]	K+_c0	0.81089	0.20871	4	1.3662	1.46
cpd00205[e0]	K+_e0	0.81089	0.20871	4	1.3662	1.46
cpd00654[c0]	2'-deoxycytidine_c0	0.81038	0.20886	6	1.2719	0.8611
cpd00287[c0]	3-Oxo-2-methylpropanoate_c0	0.81017	0.20892	4	1.3657	1.3814
cpdFe4S4[c0]	iron-sulfur-cluster_c0	0.79746	0.21259	3	1.4383	1.538
cpd00041[c0]	L-Aspartate_c0	0.79666	0.21282	24	1.0541	1.0457
cpd00427[c0]	L-Arabinonate_c0	0.79594	0.21303	2	1.5703	1.0562
cpd00651[c0]	D-arabinonate_c0	0.79594	0.21303	2	1.5703	1.0562
cpd00482[c0]	2_Phospho_D_glycerate_c0	0.79175	0.21425	4	1.3538	1.0865
cpd00208[e0]	LACT_e0	0.78831	0.21526	7	1.2291	0.84824
cpd02274[e0]	Methyl beta-D-galactoside_e0	0.78831	0.21526	7	1.2291	0.84824
cpd04349[e0]	Lactulose_e0	0.78831	0.21526	7	1.2291	0.84824
cpd24416[e0]	methyl alpha-D-galactoside_e0	0.78831	0.21526	7	1.2291	0.84824
cpd24453[e0]	3-O-b-D-galactopyranosyl-D-arabinose_e0	0.78831	0.21526	7	1.2291	0.84824
cpd00093[c0]	Anthranilate_c0	0.78701	0.21564	2	1.5621	2.64
cpd00023[e0]	L-Glutamate_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00033[e0]	Glycine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00039[e0]	L-Lysine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00051[e0]	L-Arginine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00053[e0]	L_Glutamine_c0	0.78614	0.21589	10	1.1644	1.1745
cpd00060[e0]	L-Methionine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00064[e0]	Ornithine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00065[e0]	L_Tryptophan_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00066[e0]	L-Phenylalanine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00069[e0]	L-Tyrosine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00084[e0]	L-Cysteine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00107[e0]	L-Leucine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00117[e0]	D-Alanine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00119[e0]	L-Histidine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00129[e0]	L-Proline_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00156[e0]	L-Valine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00161[e0]	L-Threonine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd00322[e0]	L-Isoleucine_e0	0.78614	0.21589	10	1.1644	1.1745
cpd01293[e0]	5-Oxoproline_e0	0.78614	0.21589	10	1.1644	1.1745
cpd02642[c0]	N_5_phosphoribosyl_anthranilate_c0	0.78413	0.21648	2	1.5595	2.6363
cpdPC2[c0]	Phosphatidylcholine-1-cis-vaccenoyl-2-palmitic_c0	0.78015	0.21765	4	1.3462	0.53327
cpd03420[c0]	Precorrin 3A_c0	0.76667	0.22164	2	1.5435	0.40696
cpdNFIM4[c0]	tetra-GlcNac_c0	0.76108	0.2233	2	1.5384	0.0082689
cpd00894[c0]	2-Dehydro-3-deoxy-D-galactonate_c0	0.75362	0.22554	2	1.5316	1.0015
cpd00135[c0]	Homocysteine_c0	0.75356	0.22556	3	1.4054	0.74938
cpd00159[c0]	L-Lactate_c0	0.75231	0.22593	6	1.2412	1.1632
cpd00157[c0]	Glycerone_c0	0.75108	0.2263	7	1.2108	1.0132
cpdNFIM18[c0]	Acylated_deacetylated tetra-GlcNac_c0	0.73864	0.23006	2	1.5179	0.53599
cpd01419[c0]	(S)-2-ureidoglycine_c0	0.73293	0.2318	2	1.5127	0.49754
cpd11464a[c0]	Butyryl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11466a[c0]	Myristoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11468a[c0]	Dodecanoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11470a[c0]	Octanoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11472a[c0]	Hexanoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11474a[c0]	Decanoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd11476a[c0]	hexadecanoyl_acpXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd15268a[c0]	Octadecanoyl_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpdVLCFA12[c0]	C24_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpdVLCFA16[c0]	C26_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpdVLCFA4[c0]	C20_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpdVLCFA8[c0]	C22_ACPXL_c0	0.72449	0.23438	3	1.3835	0.8145
cpd00655[c0]	Dephospho-CoA_c0	0.72128	0.23537	2	1.502	2.2529
cpd00712[c0]	2-Dehydropantoate_c0	0.7153	0.23721	3	1.3766	1.9475
cpd00007[c0]	O2_c0	0.70462	0.24052	53	0.96757	1.0327
cpd00300[c0]	Urate_c0	0.70069	0.24175	6	1.214	1.9563
cpdPG21[c0]	Phosphatidylglycerophosphate-1-cis-vaccenoyl-2-palmitic_c0	0.69628	0.24313	2	1.4792	2.4902
cpd11485[c0]	3-oxohexadecanoyl-acp_c0	0.69117	0.24473	3	1.3585	0.23337
cpd11486[c0]	3-Oxohexanoyl-[acp]_c0	0.69117	0.24473	3	1.3585	0.23337
cpd11487[c0]	3-oxodecanoyl-acp_c0	0.69117	0.24473	3	1.3585	0.23337
cpd11489[c0]	3-oxododecanoyl-acp_c0	0.69117	0.24473	3	1.3585	0.23337
cpd11490[c0]	3-oxooctanoyl-acp_c0	0.69117	0.24473	3	1.3585	0.23337
cpd11491[c0]	3-oxotetradecanoyl-acp_c0	0.69117	0.24473	3	1.3585	0.23337
